word,label
कॉन्फिडेंस,correct spelling
कॉन्सर्ट,incorrect spelling
कॉपी,incorrect spelling
कॉफी,incorrect spelling
कॉम,correct spelling
कॉमन,incorrect spelling
कॉमपीटीशन,incorrect spelling
कॉमर्स,incorrect spelling
कॉमिक,incorrect spelling
कॉमिक्स,correct spelling
कॉमेडी,incorrect spelling
कॉम्पटेटिव,incorrect spelling
कॉम्पिटिव,incorrect spelling
कॉम्पिटिशन,correct spelling
कॉम्पीटेशन,incorrect spelling
कॉरपोरेट,incorrect spelling
कॉल,correct spelling
कॉलम,incorrect spelling
कॉलीग,incorrect spelling
कॉलेज,correct spelling
कॉलेजेस,incorrect spelling
कॉल्स,incorrect spelling
कॉस्टली,incorrect spelling
को,correct spelling
कों,incorrect spelling
कोई,correct spelling
कोईकोई,incorrect spelling
कोई।,incorrect spelling
कोचिंग,incorrect spelling
कोड,incorrect spelling
कोडर,incorrect spelling
कोडिंग,correct spelling
कोन,incorrect spelling
कोनसा,incorrect spelling
कोने,incorrect spelling
कोन्टेंट,incorrect spelling
कोपरेटिव,incorrect spelling
कोमेडी,incorrect spelling
कोम्पीटीशन,incorrect spelling
कोर्ट,incorrect spelling
कोर्स,incorrect spelling
कोल,incorrect spelling
कोलकाता,incorrect spelling
कोलेज,correct spelling
कोलोनिया,incorrect spelling
कोल्ड,incorrect spelling
कोशिश,correct spelling
कोशिशें,incorrect spelling
कोशिशो,incorrect spelling
कोशिशों,incorrect spelling
कोशिस,incorrect spelling
कोसी,incorrect spelling
कोहली,incorrect spelling
को।मै,incorrect spelling
कौ,incorrect spelling
कौन,correct spelling
कौनकौन,incorrect spelling
कौनसा,incorrect spelling
कौनसी,correct spelling
कौन।,incorrect spelling
कौल,incorrect spelling
क्यंकि,incorrect spelling
क्या,correct spelling
क्याआआ,incorrect spelling
क्याक्या,incorrect spelling
क्या।,incorrect spelling
क्यू,correct spelling
क्यूँ,incorrect spelling
क्यूं,incorrect spelling
क्यूंकि,correct spelling
क्यूट,incorrect spelling
क्यूटनेस,incorrect spelling
क्यूब,incorrect spelling
क्यो,incorrect spelling
क्यों,correct spelling
क्योंकि,correct spelling
क्योंकी,incorrect spelling
क्योकि,incorrect spelling
क्रांति,incorrect spelling
क्राइम,incorrect spelling
क्राफ्ट,correct spelling
क्रास,incorrect spelling
क्रिएट,incorrect spelling
क्रिएटिविटी,incorrect spelling
क्रिएटेड,incorrect spelling
क्रिकट,incorrect spelling
क्रिकेट,correct spelling
क्रिकेटर,correct spelling
क्रिमिनल,correct spelling
क्रिमिनलस,incorrect spelling
क्रीएटिविटी,incorrect spelling
क्रेडिट,incorrect spelling
क्रैक,incorrect spelling
क्रॉप्सन,incorrect spelling
क्रॉस,incorrect spelling
क्रोध,incorrect spelling
क्रोधित,incorrect spelling
क्लब,correct spelling
क्लास,correct spelling
क्लासरूम,incorrect spelling
क्लासिक,correct spelling
क्लासेस,incorrect spelling
क्लासों,incorrect spelling
क्लिंट,incorrect spelling
क्लिक,incorrect spelling
क्लिच,incorrect spelling
क्लिनिक,incorrect spelling
क्लियर,correct spelling
क्लियरली,incorrect spelling
क्लियर्ड,incorrect spelling
क्लीनिक,correct spelling
क्लोज,incorrect spelling
क्वालिटी,correct spelling
क्विट,correct spelling
क्वेश्चन,incorrect spelling
क्षति,incorrect spelling
क्षमता,incorrect spelling
क्षम्म,incorrect spelling
क्षेत्र,correct spelling
ख,incorrect spelling
खंड,incorrect spelling
खंडर,incorrect spelling
खंडहर,incorrect spelling
खंडार,incorrect spelling
खंडो,incorrect spelling
खटाल,incorrect spelling
खट्टा,incorrect spelling
खट्टी,incorrect spelling
खड़ा,correct spelling
खड़ी,correct spelling
खड़ूस,incorrect spelling
खड़े,correct spelling
खतम,correct spelling
खतरनाक,correct spelling
खतरा,correct spelling
खतरे,incorrect spelling
खत्म,correct spelling
खबर,incorrect spelling
खबा,incorrect spelling
खयाल,incorrect spelling
खरा,incorrect spelling
खराब,correct spelling
खरीद,correct spelling
खरीदते,incorrect spelling
खरीदने,incorrect spelling
खरीदा,incorrect spelling
खरीदारी,incorrect spelling
खरीदेंगे,incorrect spelling
खरें,incorrect spelling
खर्च,correct spelling
खर्चा,correct spelling
खर्चे,incorrect spelling
खला,incorrect spelling
खवा,incorrect spelling
ख़ड़े,incorrect spelling
ख़तम,incorrect spelling
ख़त्म,incorrect spelling
ख़राब,incorrect spelling
ख़रीद,incorrect spelling
ख़ुशी,incorrect spelling
ख़्याल,incorrect spelling
खा,correct spelling
खांड,incorrect spelling
खाई,correct spelling
खाऊँगी,incorrect spelling
खाए,incorrect spelling
खाएंगी,incorrect spelling
खाएंगे,correct spelling
खाओ,correct spelling
खाकर,incorrect spelling
खाता,correct spelling
खाती,correct spelling
खाते,correct spelling
खाद,incorrect spelling
खान,correct spelling
खानपान,incorrect spelling
खाना,correct spelling
खानापीना,incorrect spelling
खानी,incorrect spelling
खाने,correct spelling
खानेपीने,incorrect spelling
खाया,correct spelling
खाये,incorrect spelling
खायेंगे,incorrect spelling
खायेगा,incorrect spelling
खारकर,incorrect spelling
खाली,correct spelling
खास,correct spelling
खासकर,correct spelling
खासा,incorrect spelling
खासियत,incorrect spelling
खासी,incorrect spelling
खिंचवाते,incorrect spelling
खिंचवाना,incorrect spelling
खिंचवाने,correct spelling
खिंचाते,incorrect spelling
खिचते,incorrect spelling
खिचवाने,incorrect spelling
खिचाई,incorrect spelling
खिड़की,incorrect spelling
खिलना,incorrect spelling
खिलने,incorrect spelling
खिला,correct spelling
खिलाके,incorrect spelling
खिलाड़ियों,correct spelling
खिलाड़ी,correct spelling
खिलाड़ीयों,incorrect spelling
खिलाता,incorrect spelling
खिलाती,incorrect spelling
खिलाते,correct spelling
खिलाना,correct spelling
खिलाने,incorrect spelling
खिलाफ,correct spelling
खिलाया,incorrect spelling
खिलोने,correct spelling
खिलौना,incorrect spelling
खिलौने,correct spelling
खिसक,incorrect spelling
खी,incorrect spelling
खींच,correct spelling
खींचता,correct spelling
खींचते,incorrect spelling
खींचने,incorrect spelling
खींचवाना,incorrect spelling
खींचवाने,incorrect spelling
खींचा,incorrect spelling
खींचाना,incorrect spelling
खींचीं,incorrect spelling
खींचों,incorrect spelling
खीच,incorrect spelling
खु,incorrect spelling
खुद,correct spelling
खुदकी,incorrect spelling
खुदने,incorrect spelling
खुदी,incorrect spelling
खुद्को,incorrect spelling
खुब,incorrect spelling
खुराफाति,incorrect spelling
खुल,incorrect spelling
खुलकर,incorrect spelling
खुला,correct spelling
खुली,correct spelling
खुले,correct spelling
खुलेआम,incorrect spelling
खुश,correct spelling
खुशनुमा,incorrect spelling
खुशहाल,incorrect spelling
खुशाल,incorrect spelling
खुशियां,incorrect spelling
खुशी,correct spelling
खुशी।,incorrect spelling
खुसी,incorrect spelling
खून,incorrect spelling
खूब,correct spelling
खूबसूरत,incorrect spelling
खे,incorrect spelling
खेत,incorrect spelling
खेतों,incorrect spelling
खेर,incorrect spelling
खेल,correct spelling
खेलकूद,incorrect spelling
खेलता,correct spelling
खेलती,incorrect spelling
खेलते,correct spelling
खेलना,correct spelling
खेलना।,incorrect spelling
खेलने,correct spelling
खेला,correct spelling
खेलिए,incorrect spelling
खेली,incorrect spelling
खेले,correct spelling
खेलेंगे,incorrect spelling
खेलों,incorrect spelling
खैर,correct spelling
खो,correct spelling
खोज,correct spelling
खोजना,correct spelling
खोजने,incorrect spelling
खोजा,incorrect spelling
खोर,incorrect spelling
खोल,correct spelling
खोलनी,incorrect spelling
खोला,incorrect spelling
खोले,incorrect spelling
खोलेंगी,incorrect spelling
ख्याल,correct spelling
ग,incorrect spelling
गंगवर,incorrect spelling
गंगा,correct spelling
गंगाजी,incorrect spelling
गंतव्य,incorrect spelling
गंदगी,incorrect spelling
गंदा,correct spelling
गंदे,incorrect spelling
गंभीर,correct spelling
गइल,incorrect spelling
गई,correct spelling
गए,correct spelling
गए।,correct spelling
गजब,incorrect spelling
गड़,incorrect spelling
गड़बड़,correct spelling
गड़बड़ा,incorrect spelling
गड़ा,incorrect spelling
गड्ढा,incorrect spelling
गढ़,incorrect spelling
गण,incorrect spelling
गणना,incorrect spelling
गणेश,correct spelling
गतिविधियां,incorrect spelling
गती,incorrect spelling
गन,incorrect spelling
गम,correct spelling
गमी,incorrect spelling
गय,correct spelling
गया,correct spelling
गया।,correct spelling
गयी,correct spelling
गये,correct spelling
गरम,correct spelling
गरीब,correct spelling
गरीबों,correct spelling
गरीश,correct spelling
गर्म,correct spelling
गर्माता,incorrect spelling
गर्मियों,correct spelling
गर्मी,correct spelling
गर्लफ्रेंड,incorrect spelling
गर्व,incorrect spelling
गलत,correct spelling
गलतफहमियां,incorrect spelling
गलता,incorrect spelling
गलतियाँ,incorrect spelling
गलतियां,correct spelling
गलतियांं,incorrect spelling
गलतियों,correct spelling
गलती,correct spelling
गलतीयां,incorrect spelling
गली,correct spelling
गवर्नमेंट,correct spelling
गवर्नमेंट।,incorrect spelling
गवा,incorrect spelling
गवाये,incorrect spelling
गहरा,incorrect spelling
गहराई,correct spelling
गहरी,incorrect spelling
ग़लत,incorrect spelling
गा,correct spelling
गाँव,correct spelling
गांगवरेक,incorrect spelling
गांजा,correct spelling
गांधी,incorrect spelling
गांव,correct spelling
गांवों,correct spelling
गाइड,incorrect spelling
गाई,incorrect spelling
गाए,incorrect spelling
गाओ,incorrect spelling
गाओं,incorrect spelling
गाड़,incorrect spelling
गाड़ी,correct spelling
गाढ़ा,incorrect spelling
गाती,incorrect spelling
गाते,incorrect spelling
गाना,correct spelling
गाने,correct spelling
गानों,correct spelling
गाम,incorrect spelling
गाय,correct spelling
गाया,correct spelling
गायें,incorrect spelling
गायों,incorrect spelling
गारंटी,incorrect spelling
गारमेंट्स,incorrect spelling
गारी,incorrect spelling
गार्ड,incorrect spelling
गार्डन,incorrect spelling
गिटार,incorrect spelling
गिड़गिड़ा,incorrect spelling
गिनती,incorrect spelling
गिनी,incorrect spelling
गिफ्ट,incorrect spelling
गिया,incorrect spelling
गिर,correct spelling
गिरजा,incorrect spelling
गिरता,incorrect spelling
गिरते,correct spelling
गिरधर,incorrect spelling
गिरने,incorrect spelling
गिरमाता,incorrect spelling
गिरा,correct spelling
गिराया,incorrect spelling
गिरिधर,incorrect spelling
गिरीश,incorrect spelling
गिरूँगा,incorrect spelling
गिरे,correct spelling
गिरेंगे,incorrect spelling
गिर्माता,incorrect spelling
गिला,incorrect spelling
गिविंग,incorrect spelling
गीता,incorrect spelling
गीला,incorrect spelling
गुंजाइश,incorrect spelling
गुजर,incorrect spelling
गुजरता,incorrect spelling
गुजरना,incorrect spelling
गुजरा,incorrect spelling
गुड,incorrect spelling
गुड़गाव,incorrect spelling
गुण,incorrect spelling
गुणवता,incorrect spelling
गुणों,incorrect spelling
गुन,correct spelling
गुना,incorrect spelling
गुम,incorrect spelling
गुमने,incorrect spelling
गुमा,incorrect spelling
गुरु,correct spelling
गुरू,incorrect spelling
गुल,incorrect spelling
गुलदस्ता,correct spelling
गुलाब,incorrect spelling
गुस्स,incorrect spelling
गुस्सा,correct spelling
गुस्से,incorrect spelling
गूंज,incorrect spelling
गूंथते,incorrect spelling
गूंथिए,incorrect spelling
गूगल,correct spelling
गूम,incorrect spelling
गृह,incorrect spelling
गृहप्रवेश,incorrect spelling
गे,incorrect spelling
गेंद,incorrect spelling
गेजेट,incorrect spelling
गेजेट्स,incorrect spelling
गेट,correct spelling
गेन,incorrect spelling
गेम,correct spelling
गेमिंग,correct spelling
गेम्स,correct spelling
गेम्स।,incorrect spelling
गेलवंत,incorrect spelling
गेस,incorrect spelling
गेस्टर,incorrect spelling
गेहे,incorrect spelling
गैंजेड,incorrect spelling
गैजट,incorrect spelling
गैजेट,correct spelling
गैजेट्,incorrect spelling
गैजेट्स,correct spelling
गैप,correct spelling
गैम,correct spelling
गैर,incorrect spelling
गैलक्सी,incorrect spelling
गैलरी,correct spelling
गैलेक्सी,incorrect spelling
गैस,correct spelling
गैसेट,incorrect spelling
गॉड,incorrect spelling
गो,incorrect spelling
गोगल,incorrect spelling
गोद,incorrect spelling
गोपाल,incorrect spelling
गोल,correct spelling
गोलगप्पे,incorrect spelling
गोलिया,incorrect spelling
गोलियां,incorrect spelling
गोल्ड,correct spelling
गोल्डन,incorrect spelling
गोवर,incorrect spelling
गौ,incorrect spelling
गौतम,correct spelling
गौसम,incorrect spelling
गौसाला,incorrect spelling
गौसालाए,incorrect spelling
गौसालों,incorrect spelling
ग्यारह,correct spelling
ग्रंथ,incorrect spelling
ग्रज्बेशन,incorrect spelling
ग्रहण,incorrect spelling
ग्राउंड,correct spelling
ग्राफ,incorrect spelling
ग्राफिक,incorrect spelling
ग्राफिक्स,correct spelling
ग्राफिक।,incorrect spelling
ग्रामीण,correct spelling
ग्राहक,correct spelling
ग्रीन,incorrect spelling
ग्रीस,incorrect spelling
ग्रुप,correct spelling
ग्रुपस,incorrect spelling
ग्रूप्स,incorrect spelling
ग्रेजुएट,incorrect spelling
ग्रेजुएट्स,incorrect spelling
ग्रेजुएली,incorrect spelling
ग्रेजुएशन,correct spelling
ग्रेजुएशन।,incorrect spelling
ग्रेट,correct spelling
ग्रो,correct spelling
ग्रोथ,correct spelling
ग्लानि,incorrect spelling
ग्लास,incorrect spelling
ग्लिच,correct spelling
ग्लू,incorrect spelling
घंटा,correct spelling
घंटी,correct spelling
घंटे,correct spelling
घट,incorrect spelling
घटना,correct spelling
घटनाएं,correct spelling
घटनाओं,correct spelling
घटनायें,incorrect spelling
घटी,incorrect spelling
घना,incorrect spelling
घनां,incorrect spelling
घनी,incorrect spelling
घबरा,correct spelling
घबराना,correct spelling
घबराहट,correct spelling
घमंड,incorrect spelling
घमनतु,incorrect spelling
घर,correct spelling
घरवाले,correct spelling
घरवालो,incorrect spelling
घरवालों,correct spelling
घरी,incorrect spelling
घरों,correct spelling
घागरा,incorrect spelling
घाघरा,incorrect spelling
घाट,correct spelling
घाटने,incorrect spelling
घाटा,incorrect spelling
घाटी,incorrect spelling
घाटे,incorrect spelling
घास,incorrect spelling
घिरी,incorrect spelling
घुघनी,incorrect spelling
घुम,incorrect spelling
घुमा,incorrect spelling
घुमाकर,incorrect spelling
घुमाते,incorrect spelling
घुमाने,incorrect spelling
घुर,incorrect spelling
घुरें,incorrect spelling
घुल,incorrect spelling
घुस,incorrect spelling
घूम,correct spelling
घूमता,incorrect spelling
घूमते,correct spelling
घूमना,incorrect spelling
घूमने,correct spelling
घूमा,incorrect spelling
घूमे,correct spelling
घूमें,incorrect spelling
घूमेंगे,correct spelling
घूराता,incorrect spelling
घूराने,incorrect spelling
घूरे,incorrect spelling
घृणात्मक,incorrect spelling
घेर,correct spelling
घोटाला,incorrect spelling
च,incorrect spelling
चंडीगढ़,incorrect spelling
चंद्र,incorrect spelling
चंद्रबोस,incorrect spelling
चइये,incorrect spelling
चईये,incorrect spelling
चकले,incorrect spelling
चक्कर,correct spelling
चखके,incorrect spelling
चखना,incorrect spelling
चगी,incorrect spelling
चड़,incorrect spelling
चड़ना,incorrect spelling
चड़ने,incorrect spelling
चढ़,correct spelling
चढ़ते,incorrect spelling
चढ़ना,correct spelling
चढ़नी,incorrect spelling
चढ़ने,incorrect spelling
चढ़ा,incorrect spelling
चढ़ाई,correct spelling
चढ़ाव,incorrect spelling
चढ़े,incorrect spelling
चना,incorrect spelling
चने,incorrect spelling
चप्पल,incorrect spelling
चमकता,incorrect spelling
चर,incorrect spelling
चरवाहे,incorrect spelling
चरित,incorrect spelling
चरित्र,correct spelling
चरिया,incorrect spelling
चर्चा,correct spelling
चर्या,correct spelling
चल,correct spelling
चलता,correct spelling
चलती,correct spelling
चलते,correct spelling
चलना,correct spelling
चलने,correct spelling
चला,correct spelling
चलाऊंगी,incorrect spelling
चलाए,incorrect spelling
चलाएं,incorrect spelling
चलाएंगे,incorrect spelling
चलाकर,incorrect spelling
चलाकी,incorrect spelling
चलाता,correct spelling
चलाती,correct spelling
चलाते,correct spelling
चलान,correct spelling
चलाना,correct spelling
चलाना।,incorrect spelling
चलाने,correct spelling
चलिए,correct spelling
चलिये।,incorrect spelling
चली,correct spelling
चलूँगी,incorrect spelling
चले,correct spelling
चलेंगे,correct spelling
चलेगा,correct spelling
चलेगा।,incorrect spelling
चलेगी,incorrect spelling
चलो,correct spelling
चलोगे,incorrect spelling
चश्मा,correct spelling
चहिए,correct spelling
चा,incorrect spelling
चांद,incorrect spelling
चांस,correct spelling
चांसेस,correct spelling
चाइना,incorrect spelling
चाचा,correct spelling
चाची,correct spelling
चाणक्य,correct spelling
चादर,incorrect spelling
चाप,incorrect spelling
चाय,correct spelling
चार,correct spelling
चारपांच,incorrect spelling
चारवाक,incorrect spelling
चारा,incorrect spelling
चारों,correct spelling
चार्ज,incorrect spelling
चाल,incorrect spelling
चालता,incorrect spelling
चालान,correct spelling
चालीस,incorrect spelling
चालू,correct spelling
चाव,incorrect spelling
चावल,correct spelling
चाह,correct spelling
चाहता,correct spelling
चाहती,correct spelling
चाहते,correct spelling
चाहतें,incorrect spelling
चाहिए,correct spelling
चाहिए।,correct spelling
चाहिये,incorrect spelling
चाहुंगी,incorrect spelling
चाहूँगा,correct spelling
चाहूँगी,incorrect spelling
चाहूं,incorrect spelling
चाहूंगा,correct spelling
चाहूंगी,correct spelling
चाहे,correct spelling
चाहें,correct spelling
चाहेंगी,incorrect spelling
चाहेंगे,correct spelling
चाहेंगे।,incorrect spelling
चाहेगा,incorrect spelling
चाहेगी,correct spelling
चाहेगे,incorrect spelling
चाहो,incorrect spelling
चाहोगे,incorrect spelling
चिंगारिया,incorrect spelling
चिंतन,correct spelling
चिंता,correct spelling
चिंतित,incorrect spelling
चिकन,correct spelling
चिकनी,incorrect spelling
चिकी,incorrect spelling
चिड़िया,correct spelling
चिढ़ाते,correct spelling
चित,correct spelling
चिता,incorrect spelling
चितौड़,incorrect spelling
चित्तौड़,correct spelling
चित्र,correct spelling
चिन्नी,incorrect spelling
चिन्हा,incorrect spelling
चिपक,incorrect spelling
चिपका,incorrect spelling
चिपकाने,incorrect spelling
चिप्स,incorrect spelling
चिला,incorrect spelling
चिलाएंगे,incorrect spelling
चिल्लाते,incorrect spelling
चिल्लाना,incorrect spelling
ची,correct spelling
चीज,correct spelling
चीज़,correct spelling
चीज़े,correct spelling
चीज़ें,correct spelling
चीज़ों,correct spelling
चीजे,correct spelling
चीजें,correct spelling
चीजे़,incorrect spelling
चीजों,correct spelling
चीट,incorrect spelling
चीन,correct spelling
चीनी,correct spelling
चीप,correct spelling
चीला,incorrect spelling
चीले,incorrect spelling
चीसा,incorrect spelling
चुका,correct spelling
चुकी,correct spelling
चुके,correct spelling
चुनना,incorrect spelling
चुनी,incorrect spelling
चुने,incorrect spelling
चुनेंगे,incorrect spelling
चुनोती,incorrect spelling
चुनौतियाँ,incorrect spelling
चुनौतियां,correct spelling
चुनौतियों,correct spelling
चुनौती,correct spelling
चुनौतीया,incorrect spelling
चुप,correct spelling
चुपक,incorrect spelling
चुपचाप,incorrect spelling
चूंकि,incorrect spelling
चूज,correct spelling
चूल्हे,incorrect spelling
चेंज,correct spelling
चेंजस,incorrect spelling
चेंजेज,incorrect spelling
चेंजेज़,incorrect spelling
चेंजेस,incorrect spelling
चेक,correct spelling
चेकअप,incorrect spelling
चेयर,incorrect spelling
चेरिटि,incorrect spelling
चेहरा,incorrect spelling
चेहरे,incorrect spelling
चैट,correct spelling
चैनल,incorrect spelling
चैनल्स,incorrect spelling
चैरिटी,correct spelling
चैलेंजर्स,incorrect spelling
चॉइस,correct spelling
चॉकलेट,correct spelling
चोट,correct spelling
चोटी,incorrect spelling
चोटू,incorrect spelling
चोटें,incorrect spelling
चोटों,incorrect spelling
चोपरा,incorrect spelling
चोर,incorrect spelling
चोरी,correct spelling
चौके,incorrect spelling
चौड़ा,incorrect spelling
चौथा,incorrect spelling
चौथे,incorrect spelling
चौदह,incorrect spelling
चौपाटी,incorrect spelling
चौबीस,incorrect spelling
चौराहा,incorrect spelling
छ,incorrect spelling
छः,correct spelling
छक्का,incorrect spelling
छक्के,incorrect spelling
छट,incorrect spelling
छटपूजा,incorrect spelling
छठे,incorrect spelling
छण,incorrect spelling
छत,correct spelling
छत्तीस,incorrect spelling
छत्तीसगढ़,correct spelling
छपा,incorrect spelling
छमा,correct spelling
छह,correct spelling
छात्र,incorrect spelling
छाप,incorrect spelling
छाया,incorrect spelling
छायावादी,correct spelling
छाल,incorrect spelling
छिप,incorrect spelling
छिपना,incorrect spelling
छिपाई,incorrect spelling
छी,correct spelling
छीन,incorrect spelling
छु,incorrect spelling
छुट,correct spelling
छुटकारा,incorrect spelling
छुटती,incorrect spelling
छुटने,incorrect spelling
छुटी,incorrect spelling
छुट्टियों,incorrect spelling
छुट्टी,correct spelling
छुप,incorrect spelling
छुपछुप,incorrect spelling
छुपण,incorrect spelling
छुपना,incorrect spelling
छुपाई,incorrect spelling
छुपे,incorrect spelling
छू,correct spelling
छूट,correct spelling
छूटता,incorrect spelling
छूटते,incorrect spelling
छूटने,incorrect spelling
छूटा,incorrect spelling
छूटे,correct spelling
छे,correct spelling
छेड़,incorrect spelling
छेत्र,incorrect spelling
छेद,incorrect spelling
छै,incorrect spelling
छो,incorrect spelling
छोटा,correct spelling
छोटामोटा,incorrect spelling
छोटी,correct spelling
छोटीछोटी,correct spelling
छोटीमोटी,incorrect spelling
छोटे,correct spelling
छोटेछोटे,correct spelling
छोटेमोटे,incorrect spelling
छोड़,correct spelling
छोड़कर,correct spelling
छोड़ता,incorrect spelling
छोड़ते,incorrect spelling
छोड़ना,incorrect spelling
छोड़नी,correct spelling
छोड़ने,correct spelling
छोड़ा,incorrect spelling
छोड़ी,incorrect spelling
छोड़ो,incorrect spelling
छोड़ोगे,incorrect spelling
ज,incorrect spelling
जंक,incorrect spelling
जंग,incorrect spelling
जंगन,incorrect spelling
जंगल,correct spelling
जंगली,incorrect spelling
जंगलों,correct spelling
जगना,incorrect spelling
जगने,incorrect spelling
जगह,correct spelling
जगहे,incorrect spelling
जगे,incorrect spelling
जन,correct spelling
जनक,incorrect spelling
जनजाति,incorrect spelling
जनम,incorrect spelling
जनरली,correct spelling
जनरेट,incorrect spelling
जनरेशन,correct spelling
जनरेशन्स,incorrect spelling
जनसंख्या,incorrect spelling
जना,incorrect spelling
जनून,incorrect spelling
जन्म,incorrect spelling
जब,correct spelling
जबकि,incorrect spelling
जबरदस्ती,incorrect spelling
जबा,incorrect spelling
जभी,incorrect spelling
जम,incorrect spelling
जमाना,correct spelling
जमाने,correct spelling
जमीन,correct spelling
जमीनी,incorrect spelling
जम्मू,incorrect spelling
जय,correct spelling
जयशंकर,correct spelling
जरा,correct spelling
जराशन,incorrect spelling
जरासन,correct spelling
जरिए,correct spelling
जरिया,incorrect spelling
जरिये,correct spelling
जरूर,correct spelling
जरूरत,correct spelling
जरूरतमंद,incorrect spelling
जरूरतों,incorrect spelling
जरूरी,correct spelling
जर्नली,correct spelling
जर्नी,incorrect spelling
जल,correct spelling
जलता,incorrect spelling
जलती,incorrect spelling
जलते,incorrect spelling
जलने,correct spelling
जला,correct spelling
जलाई,incorrect spelling
जलाते,incorrect spelling
जलाने,incorrect spelling
जलाया,incorrect spelling
जलेगा,incorrect spelling
जलेबी,incorrect spelling
जल्दबाजी,incorrect spelling
जल्दी,correct spelling
जल्दीजल्दी,incorrect spelling
जल्दे,incorrect spelling
जवान,incorrect spelling
जवाहर,incorrect spelling
जश्न,correct spelling
जसन,incorrect spelling
जस्ट,correct spelling
जहर,incorrect spelling
जहा,incorrect spelling
जहाँ,correct spelling
जहां,correct spelling
जहाज,incorrect spelling
ज़ब,incorrect spelling
ज़रूर,correct spelling
ज़रूरत,correct spelling
ज़रूरी,correct spelling
ज़हरीले,incorrect spelling
ज़िद,incorrect spelling
ज़ी,correct spelling
ज़ेब,incorrect spelling
ज़्यदा,incorrect spelling
ज़्यादा,correct spelling
ज़्यादातर,correct spelling
जा,correct spelling
जाँन,incorrect spelling
जाइए,incorrect spelling
जाई,incorrect spelling
जाउ,incorrect spelling
जाऊ,correct spelling
जाऊँ,incorrect spelling
जाऊँगी,incorrect spelling
जाऊं,incorrect spelling
जाऊंगा,correct spelling
जाऊंगी,correct spelling
जाए,correct spelling
जाएँगे,incorrect spelling
जाएं,correct spelling
जाएंगे,correct spelling
जाएंगे।,incorrect spelling
जाएं।,incorrect spelling
जाएगा,correct spelling
जाएगा।,incorrect spelling
जाएगी,correct spelling
जाएगे,incorrect spelling
जाए।,correct spelling
जाओ,correct spelling
जाओं,incorrect spelling
जाओगी,incorrect spelling
जाओगे,correct spelling
जाकर,correct spelling
जाके,correct spelling
जागता,incorrect spelling
जागते,incorrect spelling
जागना,incorrect spelling
जागने,incorrect spelling
जागर,incorrect spelling
जागरुक,incorrect spelling
जाड़ों,incorrect spelling
जाता,correct spelling
जाती,correct spelling
जाते,correct spelling
जाते।,incorrect spelling
जातै,incorrect spelling
जादा,correct spelling
जादातर,incorrect spelling
जादे,incorrect spelling
जान,correct spelling
जानकर,incorrect spelling
जानकारी,correct spelling
जानता,correct spelling
जानती,correct spelling
जानते,correct spelling
जानना,correct spelling
जानने,correct spelling
जानबूझ,incorrect spelling
जानबूझकर,incorrect spelling
जानवर,correct spelling
जानवरो,incorrect spelling
जानवरों,correct spelling
जाना,correct spelling
जानी,incorrect spelling
जाने,correct spelling
जाप,incorrect spelling
जापा,incorrect spelling
जाफ़िद,incorrect spelling
जाफेद,incorrect spelling
जाय,incorrect spelling
जायगा,incorrect spelling
जायदा,incorrect spelling
जाया,correct spelling
जाये,correct spelling
जायेंगे,incorrect spelling
जायेगा,incorrect spelling
जायेगी,incorrect spelling
जायेगे,incorrect spelling
जारी,correct spelling
जारे,incorrect spelling
जावेद,incorrect spelling
जाहिर,correct spelling
जि,correct spelling
जिंग,incorrect spelling
जिंदगी,correct spelling
जिऊं,incorrect spelling
जिए,incorrect spelling
जिओ,incorrect spelling
जिखते,incorrect spelling
जिगर,incorrect spelling
जिज्ञासा,incorrect spelling
जितना,correct spelling
जितनी,correct spelling
जितने,correct spelling
जिताना,incorrect spelling
जिद,incorrect spelling
जिन,correct spelling
जिनका,correct spelling
जिनकी,correct spelling
जिनके,correct spelling
जिनको,correct spelling
जिनमे,incorrect spelling
जिनमें,incorrect spelling
जिनसे,correct spelling
जिन्दगी,incorrect spelling
जिन्होंने,correct spelling
जिन्होने,incorrect spelling
जिम,incorrect spelling
जिम्मीदार,incorrect spelling
जिम्मेदारियां,incorrect spelling
जिम्मेदारियों,incorrect spelling
जिम्मेदारी,correct spelling
जिम्मेवारी,incorrect spelling
जिया,incorrect spelling
जियार,incorrect spelling
जिस,correct spelling
जिसका,correct spelling
जिसकी,correct spelling
जिसके,correct spelling
जिसको,correct spelling
जिसने,correct spelling
जिसपे,incorrect spelling
जिसमे,incorrect spelling
जिसमें,correct spelling
जिससे,correct spelling
जिसे,correct spelling
जी,correct spelling
जीं,incorrect spelling
जीअ,incorrect spelling
जीए,incorrect spelling
जीओ,incorrect spelling
जीजा,incorrect spelling
जीजी,correct spelling
जीजीजी,incorrect spelling
जीत,correct spelling
जीतता,incorrect spelling
जीतना,incorrect spelling
जीता,incorrect spelling
जीते,correct spelling
जीतोगे,incorrect spelling
जीने,incorrect spelling
जीन्स,correct spelling
जीबी,incorrect spelling
जीरो,correct spelling
जीवन,correct spelling
जीसे,incorrect spelling
जी।,correct spelling
जु,incorrect spelling
जुड़,incorrect spelling
जुड़ती,incorrect spelling
जुड़ा,correct spelling
जुड़ाया,incorrect spelling
जुड़ाव,incorrect spelling
जुड़ी,correct spelling
जुड़े,correct spelling
जुड़ें,incorrect spelling
जुडा,incorrect spelling
जुनून,correct spelling
जुबिन,correct spelling
