disfluency_type,audio_segment_url,start_time (s),end_time (s),transcription_snippet,recording_id,evidence,notes
filler,data_q2_disfluency/clips/319126_seg38.wav,438.01,438.55,हूं हूं,319126,हूं,
filler,data_q2_disfluency/clips/319126_seg38.wav,438.01,438.55,हूं हूं,319126,हूं,
repetition,data_q2_disfluency/clips/319126_seg38.wav,438.01,438.55,हूं हूं,319126,हूं (x2),
hesitation,data_q2_disfluency/clips/319126_seg38.wav,438.01,438.55,हूं हूं,319126,हूं हूं,
filler,data_q2_disfluency/clips/319126_seg42.wav,466.63,469.03,यस यस इग्जेक्ट हाँ,319126,हाँ,
repetition,data_q2_disfluency/clips/319126_seg42.wav,466.63,469.03,यस यस इग्जेक्ट हाँ,319126,यस (x2),
filler,data_q2_disfluency/clips/319126_seg43.wav,486.04,500.17,यस मैम हम्म हम्म तो एक एक्सपीरियंस मतलब मेरे साथ भी मतलब मतलब हुआ था पिछले मतलब सेमेस्टर में जब मैं एक सब्जेक्ट च किया था जब मैं उसको,319126,हम्म,
filler,data_q2_disfluency/clips/319126_seg43.wav,486.04,500.17,यस मैम हम्म हम्म तो एक एक्सपीरियंस मतलब मेरे साथ भी मतलब मतलब हुआ था पिछले मतलब सेमेस्टर में जब मैं एक सब्जेक्ट च किया था जब मैं उसको,319126,हम्म,
repetition,data_q2_disfluency/clips/319126_seg43.wav,486.04,500.17,यस मैम हम्म हम्म तो एक एक्सपीरियंस मतलब मेरे साथ भी मतलब मतलब हुआ था पिछले मतलब सेमेस्टर में जब मैं एक सब्जेक्ट च किया था जब मैं उसको,319126,हम्म (x2),
repetition,data_q2_disfluency/clips/319126_seg43.wav,486.04,500.17,यस मैम हम्म हम्म तो एक एक्सपीरियंस मतलब मेरे साथ भी मतलब मतलब हुआ था पिछले मतलब सेमेस्टर में जब मैं एक सब्जेक्ट च किया था जब मैं उसको,319126,मतलब (x2),
repetition,data_q2_disfluency/clips/319126_seg44.wav,500.2,514.78,पढ़ना स्टार्ट किया तो मतलब मुझे लगा कि मुझे ये नहीं कुछ और मतलब चूज म म मतलब करना चाहिए तो मतलब वो मैने मत मत मतलब चेंज किया दो मंथ मतलब पढ़ने के बाद मतलब मैंने चेंज किया,319126,म (x2),
repetition,data_q2_disfluency/clips/319126_seg44.wav,500.2,514.78,पढ़ना स्टार्ट किया तो मतलब मुझे लगा कि मुझे ये नहीं कुछ और मतलब चूज म म मतलब करना चाहिए तो मतलब वो मैने मत मत मतलब चेंज किया दो मंथ मतलब पढ़ने के बाद मतलब मैंने चेंज किया,319126,मत (x2),
filler,data_q2_disfluency/clips/319126_seg45.wav,514.9,517.66,तो ऐसा मतलब होता है।,319126,तो,
filler,data_q2_disfluency/clips/319126_seg48.wav,533.5,546.13,हां तो ए ऐसा है कि स्कूल का जो हमारा या मतलब मतलब शेड्यूल है उसके अनुसार से हमें अ जैसे कि टाइम पे आना फिर उस,319126,हां,
filler,data_q2_disfluency/clips/319126_seg48.wav,533.5,546.13,हां तो ए ऐसा है कि स्कूल का जो हमारा या मतलब मतलब शेड्यूल है उसके अनुसार से हमें अ जैसे कि टाइम पे आना फिर उस,319126,अ,
repetition,data_q2_disfluency/clips/319126_seg48.wav,533.5,546.13,हां तो ए ऐसा है कि स्कूल का जो हमारा या मतलब मतलब शेड्यूल है उसके अनुसार से हमें अ जैसे कि टाइम पे आना फिर उस,319126,मतलब (x2),
filler,data_q2_disfluency/clips/319126_seg49.wav,546.34,555.04,मतलब शेड्यूल को फॉलो करना रूटीन को फॉलो जो हमारा दिनचर्या है उसको फॉलो करना,319126,मतलब,
filler,data_q2_disfluency/clips/319126_seg52.wav,584.5,585.37,हां,319126,हां,
hesitation,data_q2_disfluency/clips/319126_seg52.wav,584.5,585.37,हां,319126,हां,
filler,data_q2_disfluency/clips/319126_seg53.wav,592.09,593.44,नहीं लगने दे तो,319126,तो,
repetition,data_q2_disfluency/clips/319126_seg55.wav,621.37,635.77,कॉलेज में भी होता हैं अगर आप क्लास में अगर जाओगे लेट से तो पांच मतलब दस मिनट अगर आप लेट हो तो ठीक है अगर आप उसके बाद जाओगे तो बो मतलब मतलब अलॉय ही नहीं मतलब मत करेंगे आपको,319126,मतलब (x2),
filler,data_q2_disfluency/clips/319126_seg57.wav,644.26,652.03,हूँ यस मैम हूं हूं अच्छा,319126,हूँ,
filler,data_q2_disfluency/clips/319126_seg57.wav,644.26,652.03,हूँ यस मैम हूं हूं अच्छा,319126,हूं,
filler,data_q2_disfluency/clips/319126_seg57.wav,644.26,652.03,हूँ यस मैम हूं हूं अच्छा,319126,हूं,
filler,data_q2_disfluency/clips/319126_seg57.wav,644.26,652.03,हूँ यस मैम हूं हूं अच्छा,319126,अच्छा,
repetition,data_q2_disfluency/clips/319126_seg57.wav,644.26,652.03,हूँ यस मैम हूं हूं अच्छा,319126,हूं (x2),
filler,data_q2_disfluency/clips/319126_seg58.wav,661.39,662.29,हां .,319126,हां,
filler,data_q2_disfluency/clips/319126_seg59.wav,665.74,668.17,हां वो डांटते हैं फिर,319126,हां,
filler,data_q2_disfluency/clips/319126_seg60.wav,672.94,686.86,"नहीं तो अभी क्या होता ना कि मेम कॉलेज में क्या होता है न कि मतलब अटेंडेंनेस चईये, मतलब सेवनटी फाईव पर्सेन्ट चाहिए तो मतलब आप उनसे मतलब रिक्वेस्ट करो कि मेम मतलब।",319126,मतलब,
repetition,data_q2_disfluency/clips/319126_seg61.wav,687.34,701.14,आज मतलब अलाउ कर दो मतलब फिर से हम मतलब अब टाइम पे आएंगे ऐसा मतलब मतलब हा किया है हम लोगों ने कितना बार तो किया है लेट होने के बाद,319126,मतलब (x2),
filler,data_q2_disfluency/clips/319126_seg62.wav,703.57,705.37,हाँ,319126,हाँ,
hesitation,data_q2_disfluency/clips/319126_seg62.wav,703.57,705.37,हाँ,319126,हाँ,
filler,data_q2_disfluency/clips/319126_seg63.wav,707.56,717.52,कि अटेंडेंस चाहिए था सेवंटी फाइव पॉइंट एग्जाम के लिए नहीं तो डिवार्ड का सिस्टम होता है हां डिवार्ड लग जाता है हां,319126,हां,
filler,data_q2_disfluency/clips/319126_seg63.wav,707.56,717.52,कि अटेंडेंस चाहिए था सेवंटी फाइव पॉइंट एग्जाम के लिए नहीं तो डिवार्ड का सिस्टम होता है हां डिवार्ड लग जाता है हां,319126,हां,
filler,data_q2_disfluency/clips/319126_seg69.wav,796.36,810.28,इस वक्त ह ह एक सेकंड डिस्कस करते है फैमली मेंबर से मैम आ आ मतलब में स्कूल टाइम पे करता था पर अभी कॉलेज टाइम पे मैं घर से दूर हूं।,319126,आ,
filler,data_q2_disfluency/clips/319126_seg69.wav,796.36,810.28,इस वक्त ह ह एक सेकंड डिस्कस करते है फैमली मेंबर से मैम आ आ मतलब में स्कूल टाइम पे करता था पर अभी कॉलेज टाइम पे मैं घर से दूर हूं।,319126,आ,
filler,data_q2_disfluency/clips/319126_seg69.wav,796.36,810.28,इस वक्त ह ह एक सेकंड डिस्कस करते है फैमली मेंबर से मैम आ आ मतलब में स्कूल टाइम पे करता था पर अभी कॉलेज टाइम पे मैं घर से दूर हूं।,319126,हूं,
repetition,data_q2_disfluency/clips/319126_seg69.wav,796.36,810.28,इस वक्त ह ह एक सेकंड डिस्कस करते है फैमली मेंबर से मैम आ आ मतलब में स्कूल टाइम पे करता था पर अभी कॉलेज टाइम पे मैं घर से दूर हूं।,319126,ह (x2),
repetition,data_q2_disfluency/clips/319126_seg69.wav,796.36,810.28,इस वक्त ह ह एक सेकंड डिस्कस करते है फैमली मेंबर से मैम आ आ मतलब में स्कूल टाइम पे करता था पर अभी कॉलेज टाइम पे मैं घर से दूर हूं।,319126,आ (x2),
filler,data_q2_disfluency/clips/319126_seg70.wav,810.43,823.78,तो फोन पे बात होती है तो थोड़ा बहुत होती है पर ज्यादा डिस्कस मतलब हो नहीं पाती है हाँ फ्रेंड सर्कल में होती है बहुत ज्यादा ही होती है डिस्कस,319126,हाँ,
filler,data_q2_disfluency/clips/319126_seg70.wav,810.43,823.78,तो फोन पे बात होती है तो थोड़ा बहुत होती है पर ज्यादा डिस्कस मतलब हो नहीं पाती है हाँ फ्रेंड सर्कल में होती है बहुत ज्यादा ही होती है डिस्कस,319126,तो,
filler,data_q2_disfluency/clips/319126_seg70.wav,810.43,823.78,तो फोन पे बात होती है तो थोड़ा बहुत होती है पर ज्यादा डिस्कस मतलब हो नहीं पाती है हाँ फ्रेंड सर्कल में होती है बहुत ज्यादा ही होती है डिस्कस,319126,तो,
filler,data_q2_disfluency/clips/319126_seg71.wav,825.04,838.6,कॉ हां हां तो सा मतलब वो तो सारी चीजे़ मतलब साथ में ही मतलब तो फिर सब कुछ अ अ त होती है डिस्कस,319126,हां,
filler,data_q2_disfluency/clips/319126_seg71.wav,825.04,838.6,कॉ हां हां तो सा मतलब वो तो सारी चीजे़ मतलब साथ में ही मतलब तो फिर सब कुछ अ अ त होती है डिस्कस,319126,हां,
filler,data_q2_disfluency/clips/319126_seg71.wav,825.04,838.6,कॉ हां हां तो सा मतलब वो तो सारी चीजे़ मतलब साथ में ही मतलब तो फिर सब कुछ अ अ त होती है डिस्कस,319126,अ,
filler,data_q2_disfluency/clips/319126_seg71.wav,825.04,838.6,कॉ हां हां तो सा मतलब वो तो सारी चीजे़ मतलब साथ में ही मतलब तो फिर सब कुछ अ अ त होती है डिस्कस,319126,अ,
repetition,data_q2_disfluency/clips/319126_seg71.wav,825.04,838.6,कॉ हां हां तो सा मतलब वो तो सारी चीजे़ मतलब साथ में ही मतलब तो फिर सब कुछ अ अ त होती है डिस्कस,319126,हां (x2),
repetition,data_q2_disfluency/clips/319126_seg71.wav,825.04,838.6,कॉ हां हां तो सा मतलब वो तो सारी चीजे़ मतलब साथ में ही मतलब तो फिर सब कुछ अ अ त होती है डिस्कस,319126,अ (x2),
filler,data_q2_disfluency/clips/319126_seg74.wav,852.82,863.14,ह्म्म ह्म्म यशवन्त सिंह और मुझे भी बात करके बहुत अच्छा लगा थैंक यू यशवंत नमस्कार।,319126,ह्म्म,
filler,data_q2_disfluency/clips/319126_seg74.wav,852.82,863.14,ह्म्म ह्म्म यशवन्त सिंह और मुझे भी बात करके बहुत अच्छा लगा थैंक यू यशवंत नमस्कार।,319126,ह्म्म,
repetition,data_q2_disfluency/clips/319126_seg74.wav,852.82,863.14,ह्म्म ह्म्म यशवन्त सिंह और मुझे भी बात करके बहुत अच्छा लगा थैंक यू यशवंत नमस्कार।,319126,ह्म्म (x2),
hesitation,data_q2_disfluency/clips/319431_seg0.wav,1.97,3.95,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg1.wav,7.28,7.73,अच्छा।,319431,अच्छा,
hesitation,data_q2_disfluency/clips/319431_seg2.wav,18.44,18.95,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg3.wav,27.86,28.4,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg4.wav,41.27,41.87,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg6.wav,72.35,72.86,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg8.wav,96.53,97.01,"जी,",319431,"जी,",
hesitation,data_q2_disfluency/clips/319431_seg9.wav,103.97,104.69,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg10.wav,116.09,116.66,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg11.wav,126.56,141.35,जी अ वही अ जितना आसानी से मतलब सिंपलीसिटी से वो बताते है अ जॉब इतनी ही होगी बस इतना ही है पर उसके बाद में कुछ और ही होता है ।,319431,अ,
filler,data_q2_disfluency/clips/319431_seg11.wav,126.56,141.35,जी अ वही अ जितना आसानी से मतलब सिंपलीसिटी से वो बताते है अ जॉब इतनी ही होगी बस इतना ही है पर उसके बाद में कुछ और ही होता है ।,319431,अ,
filler,data_q2_disfluency/clips/319431_seg11.wav,126.56,141.35,जी अ वही अ जितना आसानी से मतलब सिंपलीसिटी से वो बताते है अ जॉब इतनी ही होगी बस इतना ही है पर उसके बाद में कुछ और ही होता है ।,319431,अ,
filler,data_q2_disfluency/clips/319431_seg12.wav,142.01,152.51,हाँ ज्यादा प्रेशर डाल दिया जाता हैं हाँ जिसके वजह से मेंटली स्ट्रेस भी ज्यादा बढ़ गया था मेरा और हेल्थ इश्यूज भी होने लग गई थी।हाँ,319431,हाँ,
filler,data_q2_disfluency/clips/319431_seg12.wav,142.01,152.51,हाँ ज्यादा प्रेशर डाल दिया जाता हैं हाँ जिसके वजह से मेंटली स्ट्रेस भी ज्यादा बढ़ गया था मेरा और हेल्थ इश्यूज भी होने लग गई थी।हाँ,319431,हाँ,
filler,data_q2_disfluency/clips/319431_seg13.wav,155.3,160.04,हां जी हां हां हां अह बहुत ज्यादा,319431,हां,
filler,data_q2_disfluency/clips/319431_seg13.wav,155.3,160.04,हां जी हां हां हां अह बहुत ज्यादा,319431,हां,
filler,data_q2_disfluency/clips/319431_seg13.wav,155.3,160.04,हां जी हां हां हां अह बहुत ज्यादा,319431,हां,
filler,data_q2_disfluency/clips/319431_seg13.wav,155.3,160.04,हां जी हां हां हां अह बहुत ज्यादा,319431,हां,
repetition,data_q2_disfluency/clips/319431_seg13.wav,155.3,160.04,हां जी हां हां हां अह बहुत ज्यादा,319431,हां (x3),
filler,data_q2_disfluency/clips/319431_seg14.wav,168.5,183.44,जी हा उस वजह से मैंने अ तबीयत भी बहुत खराब रह रही थी इसलिए हां जी हा पहले तो घरवाले ही घरवालों ने ही कहा था कि,319431,अ,
filler,data_q2_disfluency/clips/319431_seg14.wav,168.5,183.44,जी हा उस वजह से मैंने अ तबीयत भी बहुत खराब रह रही थी इसलिए हां जी हा पहले तो घरवाले ही घरवालों ने ही कहा था कि,319431,हां,
filler,data_q2_disfluency/clips/319431_seg15.wav,183.44,190.55,अब नहीं अब बस छोड़ दो हम्म तब जाके मैंने रिज़ाइन कर दी थी जॉब,319431,हम्म,
filler,data_q2_disfluency/clips/319431_seg16.wav,194.48,205.79,हाँ एकदम से जब मैं स्कूल में थी टीचिंग के लिए एकदम से तबियत खराब हो गई थी तो उसके बाद मुझे एडमिट होना पड़ा था हॉस्पिटल में,319431,हाँ,
filler,data_q2_disfluency/clips/319431_seg17.wav,207.98,222.98,हां तो उसके बाद में तो अब रेस्ट लेने के लिए तो थोड़े दिन का गैप आ गया था मतलब फिफ्टीन डेज ऐसा पन्द्रह दिन का तो उसके बाद मैं जाके मैंने सर से कहा कि अब मुझसे नहीं होगा,319431,हां,
filler,data_q2_disfluency/clips/319431_seg17.wav,207.98,222.98,हां तो उसके बाद में तो अब रेस्ट लेने के लिए तो थोड़े दिन का गैप आ गया था मतलब फिफ्टीन डेज ऐसा पन्द्रह दिन का तो उसके बाद मैं जाके मैंने सर से कहा कि अब मुझसे नहीं होगा,319431,आ,
filler,data_q2_disfluency/clips/319431_seg18.wav,224.39,229.34,तो ठीक है उन्होंने भी अच्छे से रेस्ट लेने के लिए कह दिया था,319431,तो,
filler,data_q2_disfluency/clips/319431_seg19.wav,231.77,241.88,हां हां जी हांजी नहीं नहीं क्यूँ मतलब उनके आखों के सामने ही हुआ था ना ये सब इसलिए हाँ,319431,हां,
filler,data_q2_disfluency/clips/319431_seg19.wav,231.77,241.88,हां हां जी हांजी नहीं नहीं क्यूँ मतलब उनके आखों के सामने ही हुआ था ना ये सब इसलिए हाँ,319431,हां,
filler,data_q2_disfluency/clips/319431_seg19.wav,231.77,241.88,हां हां जी हांजी नहीं नहीं क्यूँ मतलब उनके आखों के सामने ही हुआ था ना ये सब इसलिए हाँ,319431,हाँ,
repetition,data_q2_disfluency/clips/319431_seg19.wav,231.77,241.88,हां हां जी हांजी नहीं नहीं क्यूँ मतलब उनके आखों के सामने ही हुआ था ना ये सब इसलिए हाँ,319431,हां (x2),
repetition,data_q2_disfluency/clips/319431_seg19.wav,231.77,241.88,हां हां जी हांजी नहीं नहीं क्यूँ मतलब उनके आखों के सामने ही हुआ था ना ये सब इसलिए हाँ,319431,नहीं (x2),
hesitation,data_q2_disfluency/clips/319431_seg20.wav,246.5,247.28,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg21.wav,254.36,254.93,अच्छा,319431,अच्छा,
hesitation,data_q2_disfluency/clips/319431_seg22.wav,264.44,265.07,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg23.wav,267.89,268.49,हां,319431,हां,
hesitation,data_q2_disfluency/clips/319431_seg23.wav,267.89,268.49,हां,319431,हां,
hesitation,data_q2_disfluency/clips/319431_seg24.wav,282.26,282.8,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg25.wav,287.39,288.02,हां,319431,हां,
hesitation,data_q2_disfluency/clips/319431_seg25.wav,287.39,288.02,हां,319431,हां,
filler,data_q2_disfluency/clips/319431_seg26.wav,291.95,295.04,हाँ हाँ हम्म,319431,हाँ,
filler,data_q2_disfluency/clips/319431_seg26.wav,291.95,295.04,हाँ हाँ हम्म,319431,हाँ,
filler,data_q2_disfluency/clips/319431_seg26.wav,291.95,295.04,हाँ हाँ हम्म,319431,हम्म,
repetition,data_q2_disfluency/clips/319431_seg26.wav,291.95,295.04,हाँ हाँ हम्म,319431,हाँ (x2),
hesitation,data_q2_disfluency/clips/319431_seg27.wav,308.39,308.96,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg28.wav,327.47,328.04,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg29.wav,339.95,341.3,अच्छा,319431,अच्छा,
repetition,data_q2_disfluency/clips/319431_seg30.wav,350.9,351.86,जी जी,319431,जी (x2),
hesitation,data_q2_disfluency/clips/319431_seg30.wav,350.9,351.86,जी जी,319431,जी जी,
hesitation,data_q2_disfluency/clips/319431_seg31.wav,363.17,365.9,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg32.wav,374.09,376.25,हा,319431,हा,
hesitation,data_q2_disfluency/clips/319431_seg32.wav,374.09,376.25,हा,319431,हा,
filler,data_q2_disfluency/clips/319431_seg34.wav,418.64,419.27,अच्छा,319431,अच्छा,
repetition,data_q2_disfluency/clips/319431_seg36.wav,439.49,440.27,जी जी,319431,जी (x2),
hesitation,data_q2_disfluency/clips/319431_seg36.wav,439.49,440.27,जी जी,319431,जी जी,
hesitation,data_q2_disfluency/clips/319431_seg37.wav,445.49,446.03,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg38.wav,453.17,453.68,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg39.wav,467.6,468.05,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg40.wav,486.23,486.59,हा,319431,हा,
hesitation,data_q2_disfluency/clips/319431_seg40.wav,486.23,486.59,हा,319431,हा,
filler,data_q2_disfluency/clips/319431_seg41.wav,490.31,501.23,जी ह्म्म जी,319431,ह्म्म,
filler,data_q2_disfluency/clips/319431_seg42.wav,507.2,517.76,उह्ह हा हा उसके बाद में तो मैंने थोड़े आ दिन के बाद जॉइन किया था,319431,आ,
repetition,data_q2_disfluency/clips/319431_seg42.wav,507.2,517.76,उह्ह हा हा उसके बाद में तो मैंने थोड़े आ दिन के बाद जॉइन किया था,319431,हा (x2),
filler,data_q2_disfluency/clips/319431_seg43.wav,519.32,533.33,"हाँ जब थोड़ा मतलब एक साल का तो गैप आ गया था अ सारे ही बुलाए थे। अब तो तुम्हारी तबियत ठीक हो गयी होगी, आ जाओ हां।",319431,हाँ,
filler,data_q2_disfluency/clips/319431_seg43.wav,519.32,533.33,"हाँ जब थोड़ा मतलब एक साल का तो गैप आ गया था अ सारे ही बुलाए थे। अब तो तुम्हारी तबियत ठीक हो गयी होगी, आ जाओ हां।",319431,आ,
filler,data_q2_disfluency/clips/319431_seg43.wav,519.32,533.33,"हाँ जब थोड़ा मतलब एक साल का तो गैप आ गया था अ सारे ही बुलाए थे। अब तो तुम्हारी तबियत ठीक हो गयी होगी, आ जाओ हां।",319431,अ,
filler,data_q2_disfluency/clips/319431_seg43.wav,519.32,533.33,"हाँ जब थोड़ा मतलब एक साल का तो गैप आ गया था अ सारे ही बुलाए थे। अब तो तुम्हारी तबियत ठीक हो गयी होगी, आ जाओ हां।",319431,आ,
filler,data_q2_disfluency/clips/319431_seg43.wav,519.32,533.33,"हाँ जब थोड़ा मतलब एक साल का तो गैप आ गया था अ सारे ही बुलाए थे। अब तो तुम्हारी तबियत ठीक हो गयी होगी, आ जाओ हां।",319431,हां,
filler,data_q2_disfluency/clips/319431_seg44.wav,533.78,548.09,तो मुझे जाना पड़ा था मतलब वो बुला रहे हैं उनको रिस्पेक्ट फुली ना नहीं कह सकती थी इसलिए जाकर जॉइन हो गई थी पर ह,319431,तो,
filler,data_q2_disfluency/clips/319431_seg47.wav,563.36,569.33,अ हाँ फिर उसके बाद में फिर अगले करियर के कदम की योजना बनाना ऐसा कुछ किया था आपने,319431,अ,
filler,data_q2_disfluency/clips/319431_seg47.wav,563.36,569.33,अ हाँ फिर उसके बाद में फिर अगले करियर के कदम की योजना बनाना ऐसा कुछ किया था आपने,319431,हाँ,
repetition,data_q2_disfluency/clips/319431_seg48.wav,607.76,608.57,जी जी,319431,जी (x2),
hesitation,data_q2_disfluency/clips/319431_seg48.wav,607.76,608.57,जी जी,319431,जी जी,
repetition,data_q2_disfluency/clips/319431_seg49.wav,627.26,629.72,जी जी जी सही कहा ।,319431,जी (x3),
hesitation,data_q2_disfluency/clips/319431_seg50.wav,634.37,635.51,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg51.wav,638.03,641.48,हां जी,319431,हां,
hesitation,data_q2_disfluency/clips/319431_seg51.wav,638.03,641.48,हां जी,319431,हां जी,
filler,data_q2_disfluency/clips/319431_seg53.wav,648.98,656.54,जी अ सिखे हुए पार्टों पर सोच विचार करना जैसे अ क्या सीखा आपने,319431,अ,
filler,data_q2_disfluency/clips/319431_seg53.wav,648.98,656.54,जी अ सिखे हुए पार्टों पर सोच विचार करना जैसे अ क्या सीखा आपने,319431,अ,
hesitation,data_q2_disfluency/clips/319431_seg54.wav,675.38,675.98,"जी,",319431,"जी,",
filler,data_q2_disfluency/clips/319431_seg55.wav,679.16,683.24,"जी, जी जी। हां।",319431,हां,
hesitation,data_q2_disfluency/clips/319431_seg56.wav,694.49,695.18,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg57.wav,713.12,713.75,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg58.wav,717.56,723.2,जी आ हा नए मौके का जश्न मनाना।,319431,आ,
filler,data_q2_disfluency/clips/319431_seg59.wav,725.21,735.11,हाँ उम्म नही उसके बाद मैंने मैने कुछ किया नही मतलब घर पे ही,319431,हाँ,
filler,data_q2_disfluency/clips/319431_seg60.wav,737.39,750.62,हाँ नए वाले जश्न जैसे छोटी मोटी जीत जैसा कुछ भी जी छोटामोटा होता है तो बहुत खुशी होती है अ जी अ तो उस खुशी में मैं ट्रीट देती हूं,319431,हाँ,
filler,data_q2_disfluency/clips/319431_seg60.wav,737.39,750.62,हाँ नए वाले जश्न जैसे छोटी मोटी जीत जैसा कुछ भी जी छोटामोटा होता है तो बहुत खुशी होती है अ जी अ तो उस खुशी में मैं ट्रीट देती हूं,319431,अ,
filler,data_q2_disfluency/clips/319431_seg60.wav,737.39,750.62,हाँ नए वाले जश्न जैसे छोटी मोटी जीत जैसा कुछ भी जी छोटामोटा होता है तो बहुत खुशी होती है अ जी अ तो उस खुशी में मैं ट्रीट देती हूं,319431,अ,
filler,data_q2_disfluency/clips/319431_seg60.wav,737.39,750.62,हाँ नए वाले जश्न जैसे छोटी मोटी जीत जैसा कुछ भी जी छोटामोटा होता है तो बहुत खुशी होती है अ जी अ तो उस खुशी में मैं ट्रीट देती हूं,319431,हूं,
filler,data_q2_disfluency/clips/319431_seg61.wav,750.95,759.23,आसपास मेरे फैमिली के को जैसा कुछ भी अच्छा सा खिला दिया पिला दिया या घर पे कुछ अच्छे सा बना लिया ऐसा जश्न मनाती हूँ मैं,319431,हूँ,
hesitation,data_q2_disfluency/clips/319431_seg63.wav,776.96,777.53,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg64.wav,780.41,781.04,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg65.wav,784.55,799.52,हां मनाना भी जरूरी है ना जैसे हा यह छोटीछोटी बातें बहुत मायने रखती हैं जी हां हां दोस्तों के साथ अपने विचार शेयर करना,319431,हां,
filler,data_q2_disfluency/clips/319431_seg65.wav,784.55,799.52,हां मनाना भी जरूरी है ना जैसे हा यह छोटीछोटी बातें बहुत मायने रखती हैं जी हां हां दोस्तों के साथ अपने विचार शेयर करना,319431,हां,
filler,data_q2_disfluency/clips/319431_seg65.wav,784.55,799.52,हां मनाना भी जरूरी है ना जैसे हा यह छोटीछोटी बातें बहुत मायने रखती हैं जी हां हां दोस्तों के साथ अपने विचार शेयर करना,319431,हां,
repetition,data_q2_disfluency/clips/319431_seg65.wav,784.55,799.52,हां मनाना भी जरूरी है ना जैसे हा यह छोटीछोटी बातें बहुत मायने रखती हैं जी हां हां दोस्तों के साथ अपने विचार शेयर करना,319431,हां (x2),
hesitation,data_q2_disfluency/clips/319431_seg68.wav,822.77,823.4,जी,319431,जी,
hesitation,data_q2_disfluency/clips/319431_seg69.wav,847.58,848.09,जी,319431,जी,
filler,data_q2_disfluency/clips/319431_seg70.wav,857.39,869.87,जी हां हां हां हम जब अपने दोस्तों से शेयर करते हैं तो हमे और चार बाते भी उनसे मालूम होती थोड़ी बहुत नॉलेज भी मिल जाती है उनसे,319431,हां,
filler,data_q2_disfluency/clips/319431_seg70.wav,857.39,869.87,जी हां हां हां हम जब अपने दोस्तों से शेयर करते हैं तो हमे और चार बाते भी उनसे मालूम होती थोड़ी बहुत नॉलेज भी मिल जाती है उनसे,319431,हां,
filler,data_q2_disfluency/clips/319431_seg70.wav,857.39,869.87,जी हां हां हां हम जब अपने दोस्तों से शेयर करते हैं तो हमे और चार बाते भी उनसे मालूम होती थोड़ी बहुत नॉलेज भी मिल जाती है उनसे,319431,हां,
repetition,data_q2_disfluency/clips/319431_seg70.wav,857.39,869.87,जी हां हां हां हम जब अपने दोस्तों से शेयर करते हैं तो हमे और चार बाते भी उनसे मालूम होती थोड़ी बहुत नॉलेज भी मिल जाती है उनसे,319431,हां (x3),
filler,data_q2_disfluency/clips/319431_seg71.wav,870.44,880.94,उह जैसे अब मेरी भी एक फ्रेंड उह वो दूसरे स्कूल में टीचिंग करती थी तो मैंने उनके साथ शेयर किया था,319431,उह,
filler,data_q2_disfluency/clips/319431_seg71.wav,870.44,880.94,उह जैसे अब मेरी भी एक फ्रेंड उह वो दूसरे स्कूल में टीचिंग करती थी तो मैंने उनके साथ शेयर किया था,319431,उह,
filler,data_q2_disfluency/clips/319431_seg72.wav,881.06,895.79,तो मुझे पता चला कि वहां पर इतना स्ट्रेस नहीं देते जितना ये स्कूल में दे रहे थे कम सेलरी में ज्यादा से ज्यादा काम लेने की कोशिश करते थे यहां पे टीचर्स से वहां पे उनके साथ ऐसा नहीं होता था तो जब जाता,319431,तो,
filler,data_q2_disfluency/clips/319431_seg72.wav,881.06,895.79,तो मुझे पता चला कि वहां पर इतना स्ट्रेस नहीं देते जितना ये स्कूल में दे रहे थे कम सेलरी में ज्यादा से ज्यादा काम लेने की कोशिश करते थे यहां पे टीचर्स से वहां पे उनके साथ ऐसा नहीं होता था तो जब जाता,319431,तो,
filler,data_q2_disfluency/clips/319431_seg73.wav,895.79,910.28,"पर मुझे पता चला कि ये सब स्कूल्स में ऐसा नहीं होता है। यहां कुछ ज्यादा ही प्रेशर दे रहे हैं। जी हम बात बातचीत करने पर ही पता चलेगा ना, अ. इसलिए बात करना ज़रूरी है।",319431,अ,
